Table;C;R;U;D;Owner;Program
LPSNS;;x;;;Party_Management;ALDLLCBRGE;
LPHYS;;x;;;Party_Management;ALDLLCBRGE;
LCRYS;;x;;;Reference_Data_Manager;ALDLLCBRGE;
REFFL;x;;x;;Reference_Data_Manager;ALDLLCBRGE;
AINTS;;x;;;Arrangement_Management;CLCPACIRC;
AASPS;;;x;;auxiliary;CLCPACIRC;
RPDEF;;;x;;auxiliary;CLCPACIRC;
LCBNS;;x;;;Party_Management;CLSECTYP2M;
LCCYS;;x;;;Reference_Data_Manager;CLSECTYP2M;
LBGRS;;x;;;Reference_Data_Manager;CLSECTYP2M;
CSECS;;x;;;Collateral_Management;CLSECTYP2M;
IFUPS;;x;;;Reconciliation_Engine;ILSTMTRG;
ISTLO;;x;;;Reconciliation_Engine;ILSTMTRG;
CRTRO;x;x;x;;Business_Lending_Engine;GI-060-RTR-CSHAO;
CSHAO;;;x;;financial markets;GI-060-RTR-CSHAO;
AASPS;;;x;;auxiliary;GI-060-RTR-CSHAO;
AHLBO;x;x;x;;Current_Account_Engine;JAAUAHLBO;
AHVBO;x;x;x;;Current_Account_Engine;JAAUAHLBO;
ICNFO;;x;x;;Reconciliation_Engine;ICCFC;
LPHYS;;x;;;Party_Management;ICCFC;
LCCYS;;x;;;Reference_Data_Manager;ICCFC;
ICNFS;;x;;;Reconciliation_Engine;ICCFC;
AASPS;;;x;;auxiliary;ICCFC;
PRSNL;;;x;;Core;ICCFC;
AASPS;;x;;;auxiliary;GP-069-RESERVE2;
LPRDS;;x;;;Product_Management;GP-069-RESERVE2;
REFFL;;;x;;Reference_Data_Manager;GP-069-RESERVE2;
ADETS;;x;x;;Current_Account_Engine;GP-069-RESERVE2;
ICNFO;;x;x;;Reconciliation_Engine;ICCFB;
LPHYS;;x;;;Party_Management;ICCFB;
LCCYS;;x;;;Reference_Data_Manager;ICCFB;
ICNFS;;x;;;Reconciliation_Engine;ICCFB;
AASPS;;;x;;auxiliary;ICCFB;
PRSNL;;;x;;Core;ICCFB;
LCTPS;;x;x;;Party_Management;LLCTPCLI;
RPSCH;;;x;;auxiliary;LLCTPCLI;
REFFL;;;x;;Reference_Data_Manager;LLCTPCLI;
LCTPL;;x;;;auxiliary;LLCTPCLI;
LPSNS;;x;;;Party_Management;LLCTPCLI;
LCRYS;;x;;;Reference_Data_Manager;LLCTPCLI;
LPHYS;;x;;;Party_Management;LLCTPCLI;
LELCS;;x;;;Party_Management;LLCTPCLI;
LCBNS;;x;;;Party_Management;LLCTPCLI;
LCTSO;;x;;;Party_Management;LLCTPCLI;
AASPS;;;x;;auxiliary;LLCTPCLI;
RPDEF;;;x;;auxiliary;LLCTPCLI;
XGDCS;;x;x;;General_Ledger;AUGXPRE;
LBRAS;;x;;;Reference_Data_Manager;AUGXPRE;
LCCYS;;x;;;Reference_Data_Manager;AUGXPRE;
ATRTS;;x;;;General_ledger;AUGXPRE;
ATRDO;x;;;;Current_Account_Engine;AUGXPRE;
LPRCO;;x;;;Core;AUGXPRE;
AGEXS;;x;;;General_ledger;AUGXPRE;
XGMVO;;x;x;;General_Ledger;AUGXPRE;
IBATO;;x;x;;Current_Account_Engine;AUGXPRE;
ADETS;;x;x;x;Current_Account_Engine;WPUPDADETS;
LCTPS;;x;;;Party_Management;LLDLLCTPTY;
LPHYS;;x;;;Party_Management;LLDLLCTPTY;
LCBNS;;x;;;Party_Management;LLDLLCTPTY;
LCCYS;;x;;;Reference_Data_Manager;ILDLYMVCUS;
IGLDO;;x;;;Financial_Markets_Trade_engine;ILDLYMVCUS;
LCTPS;;x;;;Party_Management;ILDLYMVCUS;
LPRDS;;x;;;Product_Management;ILDLYMVCUS;
LPHYS;;x;;;Party_Management;ILDLYMVCUS;
IFXCO;;x;;;Financial_Markets_Trade_engine;ILDLYMVCUS;
REFFL;;;x;;Reference_Data_Manager;ILDLYMVCUS;
ITLDO;;x;;;lending;ILDLYMVCUS;
ITECO;x;x;x;x;Financial_Markets_Trade_engine;ITECX;
IBDHO;;x;;;Financial_Markets_Trade_engine;ILBGEVDL;
LBROS;;x;;;Party_Management;ILBGEVDL;
LCCYS;;x;;;Reference_Data_Manager;ILBGEVDL;
IBDDO;;x;;;Financial_Markets_Trade_engine;ILBGEVDL;
AASPS;;;x;;auxiliary;ILBGEVDL;
RPDEF;;;x;;auxiliary;ILBGEVDL;
DPTRO;;x;x;;Payments_Execution_Engine;DPMT5;
LPRDS;;x;;;Product_Management;DPMT5;
LCCYS;;x;;;Reference_Data_Manager;DPMT5;
LPSNS;;x;;;Party_Management;DPMT5;
LCBNS;;x;;;Party_Management;DPMT5;
ABA1S;;x;;;General_Ledger;DPMT5;
DPBDO;;x;;;Payments_Execution_Engine;DPMT5;
REFFL;;;x;;Reference_Data_Manager;DPMT5;
DFIDO;;x;;;Payments_Execution_Engine;DPMT5;
GSWMO;;x;;;Reference_Data_Manager;DPMT5;
DSTAO;;x;;;Payments_Execution_Engine;DPMT5;
DCTRO;;x;;x;Customer_Billing;DPMT5;
AASPS;;;x;;auxiliary;DPMT5;
DPFBK;;x;;;Payments_Execution_Engine;DPMT5;
LCCYS;;x;;;Reference_Data_Manager;DULDCLEACH;
LCORO;;x;;;Party_Management;DULDCLEACH;
ICNFS;;x;;;Reconciliation_Engine;DULDCLEACH;
LBRAS;;x;;;Reference_Data_Manager;DULDCLEACH;
LCIYS;;x;;;Reference_Data_Manager;DULDCLEACH;
DDDCO;;x;;;Instruction_and_Order_Management;DULDCLEACH;
DDETO;x;;;;Payments_Execution_Engine;DULDCLEACH;
PRSNL;;x;;;Core;DULDCLEACH;
LPHYS;;x;;;Party_Management;DULDCLEACH;
LRCES;;x;;;General_Ledger;DULDCLEACH;
LELCS;;x;;;Party_Management;DULDCLEACH;
REFFL;;;x;;Reference_Data_Manager;DULDCLEACH;
ILDTL;;x;;x;auxiliary;IUREMMATLD;
IGLDO;;x;;x;Financial_Markets_Trade_engine;IUREMMATLD;
ITLDO;;x;;x;lending;IUREMMATLD;
LPHYS;;x;;;Party_Management;IUREMMATLD;
LCCYS;;x;;;Reference_Data_Manager;IUREMMATLD;
IPTIO;;x;;x;Financial_Markets_Trade_engine;IUREMMATLD;
IPTIL;;x;;x;auxiliary;IUREMMATLD;
ILDCO;;x;;x;Reconciliation_Engine;IUREMMATLD;
ILDPO;;x;;x;Financial_Markets_Trade_engine;IUREMMATLD;
ICOPO;;x;;x;Reconciliation_Engine;IUREMMATLD;
ILDAO;;x;;x;Financial_Markets_Trade_engine;IUREMMATLD;
ILDCL;;x;;x;Reconciliation_Engine;IUREMMATLD;
ILDPL;;x;;x;auxiliary;IUREMMATLD;
IRCVO;;x;;x;Financial_Markets_Trade_engine;IUREMMATLD;
BREPO;;x;;x;Financial_Markets_Trade_engine;IUREMMATLD;
ITECO;;x;;x;Financial_Markets_Trade_engine;IUREMMATLD;
AJSTO;;x;;x;General_Ledger;IUREMMATLD;
RPSCH;;;x;;auxiliary;IUREMMATLD;
REFFL;;;x;;Reference_Data_Manager;IUREMMATLD;
LPHYS;;x;;;Party_Management;CLFACWAR;
CFDDO;;x;;;Business_Lending_Engine;CLFACWAR;
CFACS;;x;;;Business_Lending_Engine;CLFACWAR;
XFXAS;;x;;;General_Ledger;XUFXCREDS;
XFXCO;;x;;;General_Ledger;XUFXCREDS;
XFXTO;x;;;;General_Ledger;XUFXCREDS;
LCCYS;;x;;;Reference_Data_Manager;DSV2M;
DMSTO;;x;;;Cash_Management_Engine;DSV2M;
DSLVO;;x;x;;Cash_Management_Engine;DSV2M;
DCBMO;;x;;;Payments_Execution_Engine;DSV2M;
REFFL;;;x;;Reference_Data_Manager;DSV2M;
LCCYS;;x;;;Reference_Data_Manager;ILOUTINVSU;
LHOLO;;x;;;Reference_Data_Manager;ILOUTINVSU;
LCIYS;;x;;;Reference_Data_Manager;ILOUTINVSU;
ADETS;;x;;;Current_Account_Engine;ALDLLXNPVB;
LCBNS;;x;;;Party_Management;ALDLLXNPVB;
LCCYS;;x;;;Reference_Data_Manager;ALDLLXNPVB;
AHVBO;;x;;;Current_Account_Engine;ALDLLXNPVB;
IIPIO;;x;;;Financial Markets;IIPI2;
LCBNS;;x;;;Party_Management;IIPI2;
LPHYS;;x;;;Party_Management;IIPI2;
LCORO;;x;;;Party_Management;IIPI2;
LELCS;;x;;;Party_Management;IIPI2;
LPRDS;;x;;;Product_Management;IIPI2;
IILDO;;x;;;auxiliary;IIPI2;
IIFXO;;x;;;financial markets;IIPI2;
IIFRO;;x;;;financial markets;IIPI2;
IIOPO;;x;;;Financial Markets;IIPI2;
IIRSO;;x;;;Financial Markets;IIPI2;
IILDO;;x;;;auxiliary;IIPI1;
IIFXO;;x;;;financial markets;IIPI1;
IIFRO;;x;;;financial markets;IIPI1;
IIOPO;;x;;;Financial Markets;IIPI1;
IIRSO;;x;;;Financial Markets;IIPI1;
LPRDS;;x;;;Product_Management;IIPI1;
IIPIO;;x;;;Financial Markets;IIPI1;
LPHYS;;x;;;Party_Management;IIPI1;
ABA1S;;x;;;General_Ledger;IIPI1;
LCBNS;;x;;;Party_Management;IIPI1;
LCORO;;x;;;Party_Management;IIPI1;
LELCS;;x;;;Party_Management;IIPI1;
LCCYS;;x;;;Reference_Data_Manager;IIPI1;
ITECO;;x;x;;Financial_Markets_Trade_engine;ITEC5;
IGLDO;;x;;;Financial_Markets_Trade_engine;ITEC5;
LPHYS;;x;;;Party_Management;DLLOGLST;
DIPTO;;x;;;Payments_Execution_Engine;DLLOGLST;
DPTRO;;x;;;Payments_Execution_Engine;DLLOGLST;
DPTRL;;x;;;Payments_Execution_Engine;DLLOGLST;
LCCYS;;x;;;Reference_Data_Manager;DLLOGLST;
PRSNL;;x;;;Core;DLLOGLST;
GCNVO;;x;;;Core;DLLOGLST;
DIPTL;;x;;;auxiliary;DLLOGLST;
AASPS;;;x;;auxiliary;DLLOGLST;
RPDEF;;;x;;auxiliary;DLLOGLST;
LCBNS;;x;;;Party_Management;ILAUDFFTTM;
LCCYS;;x;;;Reference_Data_Manager;ILAUDFFTTM;
ADETS;;x;;;Current_Account_Engine;ILAUDFFTTM;
APPNO;;x;;;Product_Management;ILAUDFFTTM;
AHVBO;;x;;;Current_Account_Engine;ILAUDFFTTM;
AHLBO;;x;;;Current_Account_Engine;ILAUDFFTTM;
LCTPS;;x;;;Party_Management;ILAUDFFTTM;
LPHYS;;x;;;Party_Management;ILAUDFFTTM;
LPHYS;;x;;;Party_Management;CLFACREPRE;
CFACS;;x;;;Business_Lending_Engine;CLFACREPRE;
CFRSO;;x;;;Business_Lending_Engine;CLFACREPRE;
PRSNL;;x;;;Core;CLFACREPRE;
LCCYS;;x;;;Reference_Data_Manager;CLFACREPRE;
REFFL;;;x;;Reference_Data_Manager;LLPERSAUT;
LPSNL;;x;;x;auxiliary;LLPERSAUT;
LPHYL;;;;x;auxiliary;LLPERSAUT;
LELCL;;;;x;auxiliary;LLPERSAUT;
IHMCS;;x;;;auxiliary;IMLN1;
LPSNS;;x;;;Party_Management;IMLN1;
LBROS;;x;;;Party_Management;IMLN1;
LCBNS;;x;;;Party_Management;IMLN1;
LCTPS;;x;;;Party_Management;IMLN1;
LCCYS;;x;;;Reference_Data_Manager;IMLN1;
ITOLO;;x;;;Reconciliation_Engine;IMLN1;
ICNFO;;x;;;Reconciliation_Engine;IMLN1;
REFFL;;;x;;Reference_Data_Manager;CPTIC;
CCMHO;;x;;;Business_Lending_Engine;CPTIC;
CMTLO;;x;;;Business_Lending_Engine;CPTIC;
LCCYS;;x;;;Reference_Data_Manager;CPTIC;
LCRYS;;x;;;Reference_Data_Manager;CPTIC;
LELCS;;x;;;Party_Management;CPTIC;
LPHYS;;x;;;Party_Management;CPTIC;
LPSNS;;x;;;Party_Management;CPTIC;
LCBNS;;x;;;Party_Management;CPTIC;
IIPIO;x;x;x;;Financial Markets;CPTIC;
CMTIO;;x;;;auxiliary;CPTIC;
CPTIO;;x;;;Business_Lending_Engine;CPTIC;
LPRDS;;x;;;Product_Management;CPTIC;
CMHIO;;x;x;;auxiliary;CPTIC;
DCLHO;;x;;;Payments_Execution_Engine;DCLH1;
LCCYS;;x;;;Reference_Data_Manager;DCLH1;
DCONO;;x;;;Payments_Execution_Engine;GP-071SETUP;
REFFL;;;x;;Reference_Data_Manager;GP-071SETUP;
LCCYS;;x;;;Reference_Data_Manager;GP-071SETUP;
LCBNS;;x;;;Party_Management;GP-071SETUP;
LELCS;;x;;;Party_Management;GP-071SETUP;
DPBDO;;x;;;Payments_Execution_Engine;GP-071SETUP;
AEXRS;x;x;x;;Reference_Data_Manager;AUEXRASP;
AASPS;;x;x;;auxiliary;AUEXRASP;
LCCYS;;x;;;Reference_Data_Manager;AUEXRASP;
DDDCO;;x;;;Instruction_and_Order_Management;DULDCLEAAT;
LPHYS;;x;;;Party_Management;DULDCLEAAT;
DPTRO;;x;;;Payments_Execution_Engine;DULDCLEAAT;
DPTRL;;x;;;Payments_Execution_Engine;DULDCLEAAT;
DPBDO;;x;x;;Payments_Execution_Engine;DULDCLEAAT;
DCTRO;x;x;;;Customer_Billing;DULDCLEAAT;
ASPAS;;x;;;Customer_Reporting;DULDCLEAAT;
LCCYS;;x;;;Reference_Data_Manager;DULDCLEAAT;
DDETO;x;;;;Payments_Execution_Engine;DULDCLEAAT;
DFRTO;x;;;;Payments_Execution_Engine;DULDCLEAAT;
ADETS;;x;;;Current_Account_Engine;DULDCLEAAT;
DIPTO;x;;;;Payments_Execution_Engine;DULDCLEAAT;
LBRAS;;x;;;Reference_Data_Manager;DULDCLEAAT;
LELCS;;x;;;Party_Management;DULDCLEAAT;
REFFL;;;x;;Reference_Data_Manager;DULDCLEAAT;
GCNVO;;x;;;Core;DULDCLEAAT;
PRSNL;;x;;;Core;DULDCLEAAT;
RPDEF;;;x;;auxiliary;DULDCLEAAT;
XGDCS;;x;x;;General_Ledger;XLEXPFLIST;
LCCYS;;x;x;;Reference_Data_Manager;XLEXPFLIST;
PRSNL;;x;x;;Core;XLEXPFLIST;
AGEXS;;x;x;;General_ledger;XLEXPFLIST;
AASPS;;;x;;auxiliary;XLEXPFLIST;
LRCES;;x;x;;General_Ledger;XLEXPFLIST;
ADSNS;;x;x;;General_ledger;XLEXPFLIST;
XGMVO;;x;x;;General_Ledger;XLEXPFLIST;
LCCYS;;x;;;Reference_Data_Manager;ILOUFWCVDE;
IFXCO;;x;;;Financial_Markets_Trade_engine;ILOUFWCVDE;
LPRDS;;x;;;Product_Management;DCLH5;
DCLHO;;x;;;Payments_Execution_Engine;DCLH5;
LPHYS;;x;;;Party_Management;IIPH5;
ABA1S;;x;;;General_Ledger;IIPH5;
IIFXO;;x;;;financial markets;IIPH5;
IFXCO;;x;;;Financial_Markets_Trade_engine;IIPH5;
IILDO;;x;;;auxiliary;IIPH5;
IGLDO;;x;;;Financial_Markets_Trade_engine;IIPH5;
IIFRO;;x;;;financial markets;IIPH5;
ISAVO;;x;;;auxiliary;IIPH5;
ADLGS;;x;;;General_ledger;ALDLLADETS;
AMVTO;;x;;;Current_Account_Engine;ALDLLADETS;
LCBNS;;x;;;Party_Management;ALDLLADETS;
LPHYS;;x;;;Party_Management;ALDLLADETS;
ALGRS;;x;;;General_ledger;ALDLLADETS;
ADETS;;x;;;Current_Account_Engine;ALDLLADETS;
LCCYS;;x;;;Reference_Data_Manager;ALDLLADETS;
IFRAO;;x;x;;Financial_Markets_Trade_engine;IGFRC;
LPHYS;;x;;;Party_Management;IGFRC;
LCCYS;;x;;;Reference_Data_Manager;IGFRC;
LCBNS;;x;;;Party_Management;IGFRC;
ABA1S;;x;;;General_Ledger;IGFRC;
IFRPO;;x;;;Financial_Markets_Trade_engine;IGFRC;
IFRCO;;x;;;Financial_Markets_Trade_engine;IGFRC;
LRCES;;x;;;General_Ledger;IGFRC;
IFRAL;x;;;;auxiliary;IGFRC;
PRSNL;;;x;;Core;IGFRC;
GPRTO;;x;;;Customer_Reporting;GI-117-CNFMASKS;
RSTRT;;;;x;auxiliary;IUFXCTPUPD;
RPSCH;;;;x;auxiliary;IUFXCTPUPD;
RPDEF;;;;x;auxiliary;IUFXCTPUPD;
IFXCO;;x;x;x;Financial_Markets_Trade_engine;IUFXCTPUPD;
LCTPS;;x;;;Party_Management;IUFXCTPUPD;
LCBNS;;x;;;Party_Management;IUFXCTPUPD;
CFACS;;x;x;;Business_Lending_Engine;CLFACFLFCR;
AASPS;;;x;;auxiliary;CLFACFLFCR;
LCBNS;;x;x;;Party_Management;CLFACFLFCR;
LCTSO;;x;x;;Party_Management;CLFACFLFCR;
LCTPS;;x;x;;Party_Management;CLFACFLFCR;
CREXO;;x;x;;Business_Lending_Engine;CLFACFLFCR;
IFPSO;;x;x;;Financial_Markets_Trade_engine;ILIRFLP;
IFFOO;;;x;;Financial_Markets_Trade_engine;ILIRFLP;
IFFCO;;x;x;;Financial_Markets_Trade_engine;ILIRFLP;
IFFDO;;x;x;;Financial_Markets_Trade_engine;ILIRFLP;
AASPS;;;x;;auxiliary;ILIRFLP;
LCCYS;;x;x;;Reference_Data_Manager;ILIRFLP;
IFTCO;;x;x;;Financial_Markets_Trade_engine;ILIRFLP;
LBROS;;x;;;Party_Management;ILIRFLP;
REFFL;;;x;;Reference_Data_Manager;ILIRFLP;
RPDEF;;;x;;auxiliary;ILIRFLP;
IBDHO;x;x;x;x;Financial_Markets_Trade_engine;IBVD1;
LBROS;;x;;;Party_Management;IBVD1;
LPHYS;;x;;;Party_Management;IBVD1;
LCCYS;;x;;;Reference_Data_Manager;IBVD1;
IBDDO;x;x;;x;Financial_Markets_Trade_engine;IBVD1;
LPRDS;;x;;;Product_Management;IBVD1;
IBDHO;;x;;;Financial_Markets_Trade_engine;IBVD5;
LCCYS;;x;;;Reference_Data_Manager;ALDLLOFA;
ADETS;;x;;;Current_Account_Engine;ALDLLOFA;
AMVTO;;x;;;Current_Account_Engine;ALDLLOFA;
DMSTO;;x;;;Cash_Management_Engine;DLICMLST;
DSLVO;;x;;;Cash_Management_Engine;DLICMLST;
LCCYS;;x;;;Reference_Data_Manager;DLICMLST;
DCBMO;;x;;;Payments_Execution_Engine;DLICMLST;
REFFL;;;x;;Reference_Data_Manager;DLICMLST;
DIPTO;;x;;;Payments_Execution_Engine;DLICMLST;
DPTRO;;x;;;Payments_Execution_Engine;DLICMLST;
DPTRL;;x;;;Payments_Execution_Engine;DLICMLST;
RPDEF;;;x;;auxiliary;DLICMLST;
CFXRO;x;x;;;Business_Lending_Engine;GP-041-CTV-CHFCO;
LCCYS;;x;;;Reference_Data_Manager;GP-041-CTV-CHFCO;
CEXRO;;x;;;Financial_Markets_Trade_engine;GP-041-CTV-CHFCO;
AASPS;;x;;;auxiliary;GP-041-CTV-CHFCO;
LBRAS;;x;;;Reference_Data_Manager;GP-041-CTV-CHFCO;
AEXRS;;x;;;Reference_Data_Manager;GP-041-CTV-CHFCO;
LCCYS;;x;;;Reference_Data_Manager;CLFACINTRM;
PRSNL;;x;;;Core;CLFACINTRM;
LPHYS;;x;;;Party_Management;CLFACINTRM;
LRCES;;x;;;General_Ledger;CLFACINTRM;
CFAIO;;x;;;auxiliary;CLFACINTRM;
REFFL;;;x;;Reference_Data_Manager;DULDSEPA;
DPBDO;;x;x;;Payments_Execution_Engine;DULDSEPA;
GCNVO;;x;;;Core;DULDSEPA;
ASPAS;;x;;;Customer_Reporting;DULDSEPA;
LPHYS;;x;;;Party_Management;DULDSEPA;
LCIYS;;x;;;Reference_Data_Manager;DULDSEPA;
DFRTO;x;;;;Payments_Execution_Engine;DULDSEPA;
DCTRO;x;;;;Customer_Billing;DULDSEPA;
ICNFS;;x;;;Reconciliation_Engine;DULDSEPA;
PRSNL;;x;;;Core;DULDSEPA;
LRCES;;x;;;General_Ledger;DULDSEPA;
LBRAS;;x;;;Reference_Data_Manager;DULDSEPA;
LELCS;;x;;;Party_Management;DULDSEPA;
ADETS;;x;;;Current_Account_Engine;MLPTACC;
APPNO;;x;;;Product_Management;MLPTACC;
LPRDS;;x;;;Product_Management;MLPTACC;
LBRAS;;x;;;Reference_Data_Manager;MLPTACC;
ARESS;;x;;;Current_Account_Engine;MLPTACC;
AHVBO;;x;;;Current_Account_Engine;MLPTACC;
AHLBO;;x;;;Current_Account_Engine;MLPTACC;
GPARO;x;x;x;x;Core;GPARX;
GPARL;x;;;;auxiliary;GPARX;
LBRAS;;x;;;Reference_Data_Manager;DUPMTVAL;
LELCS;;x;;;Party_Management;DUPMTVAL;
LCIYS;;x;;;Reference_Data_Manager;DUPMTVAL;
REFFL;;;x;;Reference_Data_Manager;DUPMTVAL;
GPARO;;x;;;Core;DUPMTVAL;
DIPTO;x;x;x;;Payments_Execution_Engine;DUPMTVAL;
LCRYS;;x;;;Reference_Data_Manager;DUPMTVAL;
LCCYS;;x;;;Reference_Data_Manager;DUPMTVAL;
GCNVO;;x;;;Core;DUPMTVAL;
LPHYS;;x;;;Party_Management;DUPMTVAL;
LBIRO;;x;;;Payment Execution Engine;DUPMTVAL;
DDETO;;x;;x;Payments_Execution_Engine;DUPMTVAL;
ADETS;;x;;;Current_Account_Engine;DUPMTVAL;
LCBNS;;x;;;Party_Management;DUPMTVAL;
LCORO;;x;;;Party_Management;DUPMTVAL;
DCBMO;;x;;;Payments_Execution_Engine;DUPMTVAL;
LPRDS;;x;;;Product_Management;DUPMTVAL;
INOSO;;x;;;Financial_Markets_Trade_engine;DUPMTVAL;
DCTRO;x;x;;x;Customer_Billing;DUPMTVAL;
DIPTL;x;;;;auxiliary;DUPMTVAL;
ASPAS;;x;;;Customer_Reporting;DUPMTVAL;
LTARO;;x;;;Payments_Execution_Engine;DUPMTVAL;
ICNFS;;x;;;Reconciliation_Engine;DUPMTVAL;
PRSNL;;x;;;Core;DUPMTVAL;
LRCES;;x;;;General_Ledger;DUPMTVAL;
IACCO;;x;;;Reconciliation_Engine;DUPMTVAL;
REFFL;;;x;;Reference_Data_Manager;CLDLLORM;
LGRDO;;x;;;Reference_Data_Manager;CLDLLORM;
LCCYS;;x;;;Reference_Data_Manager;CLDLLORM;
ICNFS;;x;;;Reconciliation_Engine;CLDLLORM;
ADETS;;x;;;Current_Account_Engine;CLDLLORM;
LCBNS;;x;;;Party_Management;CLDLLORM;
LCTPS;;x;;;Party_Management;CLDLLORM;
AMVTO;;x;;;Current_Account_Engine;CLDLLORM;
LPRDS;;x;;;Product_Management;CLDLLORM;
DIPTO;;x;x;;Payments_Execution_Engine;DUACCBLK;
LCCYS;;x;;;Reference_Data_Manager;DUACCBLK;
DPTRO;;x;;;Payments_Execution_Engine;DUACCBLK;
LPSNS;;x;;;Party_Management;DUACCBLK;
LCBNS;;x;;;Party_Management;DUACCBLK;
ADETS;;x;x;;Current_Account_Engine;DUACCBLK;
LCRYS;;x;;;Reference_Data_Manager;RCRY5;
LCLIS;;x;;;Reference_Data_Manager;RCRY5;
CRTRO;;x;;;Business_Lending_Engine;RCRY5;
LPRDS;;x;x;;Product_Management;RCRY5;
LCCYS;;x;;;Reference_Data_Manager;RCRY5;
LBRAS;;x;;;Reference_Data_Manager;RCRY5;
AASPS;;x;;;auxiliary;GP-116-CHKSWREL;
LCBNS;;x;;;Party_Management;GP-116-CHKSWREL;
ADETS;;x;;;Current_Account_Engine;GP-116-CHKSWREL;
LCIYS;;x;;;Reference_Data_Manager;GP-116-CHKSWREL;
LCCYS;;x;;;Reference_Data_Manager;DSV1M;
DMSTO;;x;;;Cash_Management_Engine;DSV1M;
DSLVO;x;x;x;x;Cash_Management_Engine;DSV1M;
DCBMO;;x;x;;Payments_Execution_Engine;DSV1M;
LCBNS;;x;x;;Party_Management;DSV1M;
LPHYS;;x;;;Party_Management;DSV1M;
REFFL;;;x;;Reference_Data_Manager;DSV1M;
LPSNS;;x;;;Party_Management;DSV1M;
LBRAS;;x;;;Reference_Data_Manager;DSV1M;
ADETS;;x;;;Current_Account_Engine;DSV1M;
LELCS;;x;;;Party_Management;DSV1M;
LCRYS;;x;;;Reference_Data_Manager;LCLIS;
LCLIS;;x;;x;Reference_Data_Manager;LCLIS;
LCCYS;;x;;;Reference_Data_Manager;LCLIS;
LRCES;;x;;;General_Ledger;LCLIS;
LCLIL;x;;;;auxiliary;LCLIS;
LCBNS;;x;x;;Party_Management;ALDLLWBF;
LCTPS;;x;;;Party_Management;ALDLLWBF;
ABA1S;;x;;;General_Ledger;ALDLLWBF;
GCNVO;;x;;;Core;ALDLLWBF;
IGIRO;;x;x;;Financial_Markets_Trade_engine;ALDLLWBF;
LPRDS;;x;;;Product_Management;ALDLLWBF;
LPSNS;;x;;;Party_Management;ALDLLWBF;
LPHYS;;x;;;Party_Management;ALDLLWBF;
LCCYS;;x;;;Reference_Data_Manager;ALDLLWBF;
ITIRO;;x;;;Financial_Markets_Trade_engine;ALDLLWBF;
IIRSO;;x;;;Financial Markets;ALDLLWBF;
ISIMO;;x;;;Business_Lending_Engine;ALDLLWBF;
CGUAS;;x;;;Business_Lending_Engine;ALDLLWBF;
BDLGO;;x;;;Financial Markets;ALDLLWBF;
BISSO;;x;;;Financial Markets;ALDLLWBF;
BDLTO;;x;;;Financial_Markets_Trade_engine;ALDLLWBF;
LBRAS;;x;x;;Reference_Data_Manager;ALDLLWBF;
IGLDO;;x;x;;Financial_Markets_Trade_engine;ALDLLWBF;
REFFL;;;x;;Reference_Data_Manager;ALDLLWBF;
ITLDO;;x;;;lending;ALDLLWBF;
IILDO;;x;;;auxiliary;ALDLLWBF;
ADETS;;x;;;Current_Account_Engine;ALDLLWBF;
IFXCO;;x;;;Financial_Markets_Trade_engine;ALDLLWBF;
CCMHO;;x;x;;Business_Lending_Engine;ALDLLWBF;
CMTLO;;x;;;Business_Lending_Engine;ALDLLWBF;
AROTO;;x;;;General_Ledger;ALDLLWBF;
AMVTO;;x;;;Current_Account_Engine;ALDLLWBF;
LCCYS;;x;;;Reference_Data_Manager;II-FILL-DPFB5;
APPNO;;x;;;Product_Management;GP-019ACCNTU;
ANTUS;;x;;;Current_Account_Engine;GP-019ACCNTU;
LCBNS;;x;;;Party_Management;CGAT1;
LPHYS;;x;;;Party_Management;CGAT1;
CGATO;;x;;;Business_Lending_Engine;CGAT1;
LCCYS;;x;;;Reference_Data_Manager;CGAT1;
LBRAS;;x;;;Reference_Data_Manager;CGAT1;
CGUAS;;x;;;Business_Lending_Engine;CGAT1;
LCCYS;;x;;;Reference_Data_Manager;CLCOMNEW;
CCOMS;;x;x;;Business_Lending_Engine;CLCOMNEW;
LPHYS;;x;;;Party_Management;CLCOMNEW;
LCBNS;;x;;;Party_Management;CLCOMNEW;
CCOCO;;x;x;;Business_Lending_Engine;CLCOMNEW;
CCORO;;x;;;Business_Lending_Engine;CLCOMNEW;
CC3PO;;x;;;Business_Lending_Engine;CLCOMNEW;
AASPS;;;x;;auxiliary;CLCOMNEW;
RPDEF;;;x;;auxiliary;CLCOMNEW;
CGUAS;;x;;;Business_Lending_Engine;CGAT5;
LCBNS;;x;;;Party_Management;CGAT5;
LPHYS;;x;;;Party_Management;CGAT5;
LBRAS;;x;;;Reference_Data_Manager;CGAT5;
LCCYS;;x;;;Reference_Data_Manager;CGAT5;
CGATO;;x;;;Business_Lending_Engine;CGAT5;
AASPS;;x;;;auxiliary;GP-144IBAN;
PRSNL;;x;;;Core;GP-144IBAN;
LBRAS;;x;;;Reference_Data_Manager;GP-144IBAN;
LCIYS;;x;;;Reference_Data_Manager;GP-144IBAN;
LCRYS;;x;;;Reference_Data_Manager;GP-144IBAN;
LELCS;;x;;;Party_Management;GP-144IBAN;
LCLIS;;x;;;Reference_Data_Manager;LCLI5;
LCRYS;;x;;;Reference_Data_Manager;LCLI4;
LRCES;;x;;;General_Ledger;LCLI4;
